"pid","hid","age","sex","n.samples","wave","reporting.day","n.contact.total","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+"
1001,705,51,"M",4,"R3","Wednesday",4,"0",0,0,0,4,0
1163,402,32,"M",3,"R3","Wednesday",3,"2",0,0,2,1,0
598,402,59,"F",1,"R3","Wednesday",14,"2",0,0,6,8,0
1003,707,56,"F",3,"R3","Wednesday",14,"1",0,0,1,13,0
1143,707,60,"M",4,"R3","Wednesday",12,"0",0,0,1,9,2
830,584,62,"F",3,"R3","Wednesday",15,"6+",0,0,6,8,1
1011,714,54,"M",3,"R3","Wednesday",66,"3",0,0,23,38,5
612,414,59,"M",1,"R3","Wednesday",7,"2",0,0,2,5,0
831,585,54,"F",2,"R3","Wednesday",45,"4",1,0,5,35,4
1395,420,13,"M",2,"R3","Wednesday",5,"1",0,3,0,2,0
618,420,46,"M",3,"R3","Wednesday",8,"1",0,1,3,4,0
1165,420,49,"F",4,"R3","Wednesday",2,"0",0,1,0,1,0
619,421,49,"M",2,"R3","Wednesday",4,"0",0,0,1,2,1
655,447,46,"M",3,"R3","Thursday",7,"2",0,1,2,4,0
838,591,52,"F",3,"R3","Thursday",120,"0",40,30,29,21,0
1030,731,45,"F",4,"R3","Thursday",5,"0",0,0,1,3,1
697,477,82,"M",3,"R3","Thursday",0,NA,0,0,0,0,0
702,479,52,"F",2,"R3","Thursday",4,"3",0,0,3,1,0
1243,815,42,"F",1,"R3","Thursday",8,"2",0,2,3,3,0
714,490,50,"F",1,"R3","Thursday",12,"1",0,0,3,9,0
715,490,53,"M",1,"R3","Thursday",10,"1",0,0,5,5,0
725,499,30,"F",2,"R3","Thursday",10,"2",0,0,8,1,1
727,501,65,"F",3,"R3","Thursday",4,"1",0,1,2,0,1
731,505,53,"F",4,"R3","Thursday",16,"6+",0,0,14,2,0
842,595,41,"F",4,"R3","Thursday",14,"6+",0,1,8,4,1
1045,742,49,"F",3,"R3","Thursday",15,"6+",0,1,0,11,3
845,598,64,"F",3,"R3","Thursday",3,"0",0,0,1,2,0
847,600,58,"M",3,"R3","Thursday",22,"1",0,15,2,5,0
738,512,66,"F",4,"R3","Thursday",9,"1",0,0,0,9,0
849,602,71,"M",3,"R3","Thursday",3,"2",0,0,1,1,1
11,11,79,"M",3,"R3","Friday",3,"1",0,0,1,1,1
27,27,22,"M",3,"R3","Friday",11,"2",0,0,9,2,0
29,29,50,"M",2,"R3","Friday",7,"1",0,1,0,6,0
32,32,65,"F",3,"R3","Friday",11,"2",0,0,0,3,8
1306,603,41,"M",4,"R3","Friday",46,"1",16,28,0,2,0
1313,521,22,"F",4,"R3","Friday",13,"6+",0,0,7,6,0
851,604,23,"F",1,"R3","Friday",8,"1",0,0,8,0,0
1146,752,45,"F",1,"R3","Friday",51,"6+",0,39,5,6,1
1058,752,48,"M",1,"R3","Friday",10,"4",0,1,1,8,0
1250,820,47,"F",2,"R3","Friday",10,"4",0,2,1,7,0
1063,757,53,"F",3,"R3","Friday",2,"1",0,0,0,1,1
1064,757,64,"M",1,"R3","Friday",1,"0",0,0,0,1,0
1065,758,54,"F",2,"R3","Friday",74,"2",54,12,5,3,0
1066,759,60,"F",4,"R3","Friday",7,"3",0,1,2,0,4
1285,824,21,"F",4,"R3","Friday",44,"0",0,0,2,5,37
34,34,66,"M",2,"R3","Saturday",4,"3",0,0,1,3,0
35,35,50,"M",1,"R3","Saturday",6,"3",0,0,3,3,0
766,533,83,"M",1,"R3","Saturday",0,NA,0,0,0,0,0
39,39,40,"M",4,"R3","Saturday",19,"3",1,1,3,12,2
40,40,55,"M",4,"R3","Saturday",7,"3",0,0,1,6,0
41,41,45,"F",2,"R3","Saturday",20,"6+",0,2,7,7,4
48,48,65,"M",1,"R3","Saturday",35,"1",0,5,8,11,11
49,49,58,"F",4,"R3","Saturday",306,"1",20,100,101,35,50
50,50,49,"F",3,"R3","Saturday",8,"3",0,2,0,6,0
51,51,56,"F",4,"R3","Saturday",2,"1",0,0,1,1,0
53,53,44,"M",4,"R3","Saturday",2,"1",0,1,1,0,0
55,55,71,"F",2,"R3","Saturday",2,"1",0,0,0,1,1
56,56,74,"F",1,"R3","Saturday",16,"2",0,1,0,9,6
57,57,60,"M",2,"R3","Saturday",20,"5",0,0,6,5,9
58,58,24,"M",1,"R3","Saturday",32,"2",2,2,17,11,0
770,536,68,"F",1,"R3","Saturday",1,"0",0,0,1,0,0
771,537,60,"F",3,"R3","Saturday",5,"2",0,0,0,4,1
772,538,NA,"F",3,"R3","Saturday",2,"2",0,0,1,1,0
65,65,19,"F",4,"R3","Saturday",3,"0",0,0,1,2,0
67,67,77,"M",1,"R3","Saturday",0,NA,0,0,0,0,0
1308,70,23,"M",3,"R3","Saturday",6,"3",0,1,2,3,0
71,71,59,"M",1,"R3","Saturday",5,"3",0,1,1,3,0
1038,737,NA,"F",1,"R3","Saturday",1,"1",0,0,0,1,0
80,80,54,"F",4,"R3","Saturday",18,"6+",0,0,10,5,3
780,546,66,"F",1,"R3","Saturday",7,"2",0,0,3,2,2
883,613,8,"F",3,"R3","Sunday",5,"2",0,0,3,2,0
884,613,32,"F",3,"R3","Sunday",14,"2",0,1,5,8,0
1396,837,58,"F",2,"R3","Sunday",0,NA,0,0,0,0,0
338,220,NA,"M",2,"R3","Sunday",32,"1",0,0,15,17,0
354,232,82,"M",4,"R3","Sunday",3,"0",0,0,1,0,2
370,242,44,"F",4,"R3","Sunday",12,"2",0,0,10,2,0
1397,838,65,"F",1,"R3","Sunday",9,"5",0,0,5,2,2
1398,839,68,"M",3,"R3","Sunday",11,"2",0,0,7,4,0
921,640,26,"F",1,"R3","Sunday",4,"0",0,0,2,2,0
939,653,66,"M",2,"R3","Monday",4,"1",0,0,0,4,0
1399,840,NA,"F",3,"R3","Monday",1,"0",0,0,0,1,0
1400,840,NA,"M",3,"R3","Monday",1,"0",0,0,0,1,0
513,337,20,"F",4,"R3","Monday",102,"0",0,20,32,30,20
1401,841,64,"F",4,"R3","Monday",28,"2",2,0,0,7,19
1402,842,69,"M",3,"R3","Monday",3,"0",0,0,2,1,0
1403,843,60,"M",2,"R3","Monday",4,"3",0,0,1,2,1
1404,844,21,"F",1,"R3","Tuesday",4,"0",0,1,1,2,0
1405,845,19,"F",1,"R3","Tuesday",3,"1",0,1,0,2,0
1406,845,24,"M",3,"R3","Tuesday",14,"2",0,1,10,3,0
726,500,66,"F",1,"R3","Tuesday",2,"2",0,0,0,1,1
730,504,58,"F",1,"R3","Tuesday",2,"1",0,0,1,1,0
1407,846,27,"M",2,"R3","Tuesday",8,"1",0,0,5,3,0
748,520,26,"M",1,"R3","Tuesday",11,"1",0,5,3,3,0
749,520,61,"F",4,"R3","Tuesday",94,"4",0,78,11,2,3
1408,847,43,"F",4,"R3","Tuesday",9,"3",0,0,2,6,1
1409,848,41,"M",1,"R3","Tuesday",10,"5",0,0,4,5,1
1410,849,37,"F",1,"R3","Wednesday",6,"2",0,3,1,2,0
1411,850,60,"F",2,"R3","Wednesday",1,"0",0,0,0,0,1
1412,851,55,"F",2,"R3","Wednesday",18,"3",0,10,1,7,0
1413,852,72,"M",2,"R3","Wednesday",0,NA,0,0,0,0,0
1414,853,NA,"F",2,"R3","Wednesday",35,"1",0,0,0,15,20
1415,854,34,"M",4,"R3","Thursday",13,"1",0,0,7,4,2
1416,855,25,"M",4,"R3","Thursday",4,"1",0,0,2,2,0
1417,856,41,"F",2,"R3","Thursday",15,"1",0,0,7,8,0
1418,857,NA,"F",1,"R3","Friday",7,"1",0,1,0,5,1
775,541,57,"M",4,"R3","Friday",3,"0",0,0,2,1,0
82,82,52,"F",4,"R4","Sunday",4,"2",0,0,1,1,2
83,83,64,"F",4,"R4","Sunday",19,"2",0,0,0,11,8
1364,760,61,"F",4,"R4","Sunday",2,"1",0,0,0,1,1
1365,760,69,"M",3,"R4","Sunday",0,NA,0,0,0,0,0
1097,84,34,"F",3,"R4","Sunday",1,"0",0,0,1,0,0
84,84,37,"F",4,"R4","Sunday",2,"0",0,0,0,0,2
864,84,65,"F",2,"R4","Sunday",2,"0",0,0,1,0,1
85,85,18,"F",3,"R4","Sunday",11,"1",0,0,0,11,0
88,86,47,"F",1,"R4","Sunday",22,"6+",0,0,4,17,1
1263,86,54,"M",1,"R4","Sunday",21,"5",0,0,0,20,1
90,88,55,"F",3,"R4","Sunday",8,"2",0,0,3,5,0
91,88,59,"M",4,"R4","Sunday",204,"3",25,25,102,27,25
92,88,24,"F",1,"R4","Sunday",14,"3",0,0,10,4,0
93,89,57,"M",2,"R4","Sunday",6,"2",0,1,2,3,0
781,547,50,"F",4,"R4","Sunday",9,"6+",0,2,1,6,0
865,91,62,"M",1,"R4","Sunday",11,"4",0,0,4,7,0
1345,548,22,"M",3,"R4","Sunday",3,"3",0,0,0,3,0
782,548,47,"F",3,"R4","Sunday",5,"4",0,0,2,3,0
96,92,30,"M",2,"R4","Sunday",1,"0",0,0,1,0,0
1175,763,62,"F",4,"R4","Sunday",43,"2",1,0,1,38,3
97,93,15,"F",2,"R4","Sunday",3,"1",0,1,0,2,0
98,93,17,"M",3,"R4","Sunday",15,"0",0,12,3,0,0
99,93,51,"F",3,"R4","Sunday",34,"4",0,3,5,24,2
104,95,56,"F",3,"R4","Sunday",4,"1",0,0,1,3,0
105,96,27,"M",4,"R4","Sunday",5,"2",0,1,2,2,0
106,96,55,"M",3,"R4","Sunday",15,"3",0,1,2,12,0
107,96,56,"F",2,"R4","Sunday",11,"2",0,1,4,6,0
108,97,51,"F",3,"R4","Sunday",11,"1",0,0,1,10,0
109,97,51,"M",1,"R4","Sunday",2,"1",0,0,1,1,0
110,98,72,"M",3,"R4","Sunday",2,"0",0,0,1,0,1
111,98,73,"F",4,"R4","Sunday",5,"1",0,0,2,2,1
877,609,59,"F",3,"R4","Sunday",12,"6+",0,0,5,3,4
1117,609,64,"M",2,"R4","Sunday",2,"1",0,0,1,1,0
1176,764,47,"M",4,"R4","Sunday",15,"6+",0,0,5,10,0
117,100,37,"F",4,"R4","Sunday",13,"6+",1,9,0,3,0
118,100,46,"M",4,"R4","Sunday",4,"1",1,2,1,0,0
120,101,52,"F",1,"R4","Sunday",7,"2",0,0,4,3,0
878,610,27,"M",2,"R4","Sunday",6,"1",0,0,2,4,0
879,610,54,"F",3,"R4","Sunday",13,"3",0,0,3,9,1
1347,610,59,"M",1,"R4","Sunday",12,"5",0,1,3,7,1
126,104,57,"M",3,"R4","Sunday",17,"2",0,0,1,15,1
127,105,59,"F",1,"R4","Sunday",32,"5",0,4,4,16,8
133,107,69,"M",4,"R4","Sunday",18,"1",0,0,5,13,0
134,108,54,"F",3,"R4","Sunday",22,"6+",0,1,15,6,0
135,108,55,"M",3,"R4","Sunday",2,"0",0,0,1,1,0
136,109,45,"F",4,"R4","Monday",3,"1",0,0,0,3,0
137,109,46,"M",3,"R4","Monday",8,"2",0,0,5,3,0
1386,109,50,"M",3,"R4","Monday",11,"1",0,0,8,3,0
138,109,51,"F",3,"R4","Monday",3,"0",0,0,0,3,0
1264,550,23,"M",2,"R4","Monday",8,"2",0,1,6,1,0
784,550,52,"F",1,"R4","Monday",6,"1",0,1,3,2,0
143,111,26,"M",4,"R4","Monday",8,"2",0,1,3,3,1
144,111,52,"F",2,"R4","Monday",256,"2",8,10,94,67,77
146,112,77,"F",2,"R4","Monday",9,"4",0,0,0,4,5
1147,115,51,"F",1,"R4","Monday",7,"2",0,0,2,5,0
152,116,55,"F",2,"R4","Monday",22,"1",0,0,11,11,0
154,117,68,"F",4,"R4","Monday",9,"2",0,2,3,2,2
882,612,50,"F",3,"R4","Monday",12,"5",0,1,7,2,2
157,118,51,"M",1,"R4","Monday",7,"1",0,1,2,4,0
158,118,51,"F",3,"R4","Monday",6,"1",0,2,0,4,0
1183,769,57,"F",1,"R4","Monday",4,"1",0,0,3,1,0
1184,769,57,"M",3,"R4","Monday",8,"1",0,0,5,3,0
866,121,23,"M",3,"R4","Monday",10,"4",0,1,4,5,0
161,121,29,"F",4,"R4","Monday",27,"3",0,4,8,14,1
1419,121,64,"M",2,"R4","Monday",3,"0",0,0,2,1,0
867,121,64,"F",1,"R4","Monday",0,NA,0,0,0,0,0
162,122,53,"F",3,"R4","Monday",18,"4",0,0,7,11,0
163,123,19,"M",3,"R4","Monday",4,"0",0,0,2,2,0
164,123,23,"F",4,"R4","Monday",12,"1",0,1,1,10,0
166,123,51,"F",2,"R4","Monday",9,"1",0,1,2,6,0
1186,771,65,"M",4,"R4","Monday",10,"4",0,0,0,8,2
168,125,21,"F",4,"R4","Monday",10,"2",0,0,4,6,0
169,125,53,"F",4,"R4","Monday",10,"2",0,0,4,6,0
1082,125,61,"M",3,"R4","Monday",8,"2",0,0,2,6,0
172,127,58,"F",3,"R4","Monday",7,"1",0,0,5,2,0
173,128,69,"F",1,"R4","Monday",2,"0",0,0,1,0,1
1103,130,25,"M",1,"R4","Monday",17,"2",0,0,9,8,0
1104,130,60,"M",1,"R4","Monday",9,"2",0,0,6,1,2
177,131,58,"M",1,"R4","Monday",6,"0",1,0,4,1,0
178,132,25,"F",3,"R4","Monday",6,"2",0,0,3,3,0
179,132,55,"F",4,"R4","Monday",14,"6+",0,3,3,8,0
785,551,59,"F",4,"R4","Monday",4,"0",1,0,3,0,0
180,133,11,"F",4,"R4","Monday",32,"1",0,28,1,3,0
853,133,42,"M",3,"R4","Monday",13,"4",0,1,8,4,0
181,133,43,"F",1,"R4","Monday",7,"4",0,1,1,5,0
183,135,62,"F",1,"R4","Monday",1,"0",0,0,0,1,0
188,136,63,"M",4,"R4","Monday",8,"2",0,2,1,4,1
190,138,79,"M",3,"R4","Monday",13,"5",0,0,1,9,3
1189,773,60,"F",1,"R4","Monday",7,"3",0,0,1,6,0
191,139,17,"M",3,"R4","Tuesday",2,"0",0,1,0,1,0
192,139,59,"M",2,"R4","Tuesday",9,"4",0,1,0,8,0
193,140,52,"F",1,"R4","Tuesday",18,"6+",0,1,8,7,2
194,140,53,"M",2,"R4","Tuesday",6,"4",0,0,3,3,0
195,141,28,"F",3,"R4","Tuesday",9,"3",0,0,5,4,0
197,141,59,"F",4,"R4","Tuesday",3,"1",0,0,3,0,0
200,143,50,"F",1,"R4","Tuesday",0,NA,0,0,0,0,0
201,143,54,"M",4,"R4","Tuesday",7,"1",0,0,3,4,0
204,145,62,"F",3,"R4","Tuesday",15,"3",0,0,4,7,4
208,147,64,"F",4,"R4","Tuesday",1,"0",0,0,1,0,0
209,147,64,"M",1,"R4","Tuesday",3,"1",0,0,0,2,1
886,615,43,"M",3,"R4","Tuesday",13,"2",1,1,7,4,0
1348,615,44,"F",4,"R4","Tuesday",2,"1",0,1,1,0,0
210,148,31,"F",2,"R4","Tuesday",17,"1",0,0,14,2,1
1420,148,33,"M",4,"R4","Tuesday",6,"2",1,1,2,1,1
211,148,53,"F",3,"R4","Tuesday",6,"2",0,0,0,5,1
1375,148,59,"F",1,"R4","Tuesday",5,"1",2,0,1,1,1
212,148,66,"M",3,"R4","Tuesday",2,"0",0,0,1,1,0
213,149,71,"F",3,"R4","Tuesday",11,"1",0,6,2,3,0
887,616,58,"F",3,"R4","Tuesday",5,"2",0,1,2,1,1
1126,617,61,"F",3,"R4","Tuesday",5,"1",0,0,4,1,0
214,150,37,"F",1,"R4","Tuesday",6,"2",1,0,4,1,0
215,150,44,"M",1,"R4","Tuesday",4,"1",1,0,3,0,0
1190,774,21,"F",3,"R4","Tuesday",5,"3",0,0,4,1,0
1191,774,54,"F",3,"R4","Tuesday",22,"2",0,0,2,0,20
1192,774,78,"F",3,"R4","Tuesday",1,"0",0,0,0,0,1
220,153,63,"F",4,"R4","Tuesday",12,"5",0,0,3,7,2
221,154,64,"M",2,"R4","Tuesday",5,"1",0,0,1,4,0
222,155,48,"F",4,"R4","Tuesday",7,"1",0,0,2,4,1
226,157,27,"F",3,"R4","Tuesday",10,"2",0,0,6,4,0
1377,157,64,"F",4,"R4","Tuesday",20,"6+",0,0,3,12,5
790,554,10,"M",3,"R4","Tuesday",9,"1",0,7,0,2,0
791,554,51,"F",3,"R4","Tuesday",2,"1",0,1,0,1,0
230,160,47,"F",2,"R4","Tuesday",5,"3",0,0,0,5,0
231,161,64,"F",2,"R4","Tuesday",9,"1",0,0,3,4,2
1421,162,20,"F",4,"R4","Tuesday",33,"0",0,1,30,2,0
1194,776,15,"F",4,"R4","Tuesday",8,"1",0,5,2,1,0
1195,776,50,"F",3,"R4","Tuesday",8,"2",0,2,3,3,0
237,165,38,"F",4,"R4","Tuesday",26,"1",0,0,10,15,1
238,165,69,"F",1,"R4","Tuesday",26,"6+",0,0,5,18,3
891,619,67,"F",1,"R4","Wednesday",9,"3",0,0,3,3,3
1378,166,22,"M",3,"R4","Wednesday",15,"2",0,0,9,6,0
239,166,24,"F",2,"R4","Wednesday",6,"2",0,0,5,1,0
1324,168,33,"F",4,"R4","Wednesday",9,"2",0,0,7,0,2
243,169,24,"M",3,"R4","Wednesday",7,"1",0,0,5,2,0
244,169,60,"F",4,"R4","Wednesday",6,"3",0,0,1,5,0
246,171,62,"F",1,"R4","Wednesday",5,"1",0,0,3,2,0
247,172,67,"M",2,"R4","Wednesday",4,"1",0,0,0,1,3
248,173,58,"F",3,"R4","Wednesday",13,"6+",0,1,6,6,0
798,558,57,"F",3,"R4","Wednesday",16,"2",0,1,3,11,1
254,177,60,"F",4,"R4","Wednesday",6,"0",0,0,3,3,0
255,178,66,"F",4,"R4","Wednesday",3,"1",1,1,1,0,0
259,181,31,"M",3,"R4","Wednesday",12,"1",0,0,11,1,0
260,181,34,"F",3,"R4","Wednesday",9,"1",0,0,3,6,0
261,181,60,"F",1,"R4","Wednesday",6,"2",0,0,2,4,0
262,181,61,"M",1,"R4","Wednesday",8,"2",0,0,4,4,0
1396,837,58,"F",2,"R4","Wednesday",0,NA,0,0,0,0,0
263,182,66,"F",1,"R4","Wednesday",2,"1",0,0,1,1,0
264,182,69,"M",4,"R4","Wednesday",12,"1",0,0,6,5,1
802,560,39,"F",1,"R4","Wednesday",11,"1",0,2,4,5,0
893,621,47,"F",2,"R4","Wednesday",13,"6+",0,1,10,1,1
265,183,58,"F",2,"R4","Wednesday",3,"2",0,0,1,2,0
266,183,62,"M",4,"R4","Wednesday",7,"3",0,0,1,4,2
267,183,26,"F",3,"R4","Wednesday",20,"2",0,0,12,8,0
268,184,77,"F",4,"R4","Wednesday",4,"2",1,0,1,0,2
1099,191,63,"M",2,"R4","Wednesday",7,"0",0,1,0,5,1
287,194,19,"M",2,"R4","Thursday",9,"2",0,4,2,2,1
288,194,26,"M",1,"R4","Thursday",2,"1",0,0,1,1,0
289,194,54,"F",4,"R4","Thursday",2,"0",0,1,1,0,0
1109,196,23,"F",4,"R4","Thursday",8,"1",0,0,5,3,0
293,196,51,"F",1,"R4","Thursday",10,"2",0,0,2,4,4
294,196,56,"M",4,"R4","Thursday",20,"4",0,0,4,16,0
1067,197,32,"M",1,"R4","Thursday",3,"1",0,0,1,2,0
295,197,57,"F",1,"R4","Thursday",11,"5",0,0,3,4,4
1422,197,61,"M",1,"R4","Thursday",0,NA,0,0,0,0,0
299,200,24,"M",4,"R4","Thursday",12,"4",0,0,5,7,0
300,200,53,"F",4,"R4","Thursday",8,"2",0,0,5,3,0
302,201,66,"F",2,"R4","Thursday",13,"1",0,0,10,3,0
1199,780,32,"F",3,"R4","Thursday",3,"1",0,0,2,1,0
1200,780,41,"M",3,"R4","Thursday",15,"3",0,0,9,6,0
307,204,44,"F",4,"R4","Thursday",9,"6+",0,0,7,2,0
308,204,48,"M",2,"R4","Thursday",15,"1",0,7,4,4,0
1201,781,73,"F",4,"R4","Thursday",3,"1",0,1,0,0,2
310,205,69,"M",4,"R4","Thursday",1,"0",0,0,0,1,0
1129,626,48,"F",2,"R4","Thursday",19,"2",0,0,15,4,0
899,626,49,"M",2,"R4","Thursday",6,"2",0,0,1,5,0
1289,827,22,"F",4,"R4","Thursday",2,"0",0,0,1,1,0
901,627,62,"F",2,"R4","Thursday",8,"2",0,0,1,5,2
902,627,67,"M",2,"R4","Thursday",3,"1",0,0,2,1,0
311,206,22,"F",3,"R4","Thursday",167,"1",0,0,1,138,28
1325,207,46,"F",3,"R4","Thursday",43,"3",0,1,13,29,0
315,208,28,"M",1,"R4","Thursday",4,"1",0,0,2,2,0
1380,208,55,"F",1,"R4","Thursday",9,"3",0,0,3,6,0
318,210,52,"F",1,"R4","Thursday",7,"0",0,1,1,4,1
323,213,51,"F",4,"R4","Thursday",2,"0",0,2,0,0,0
905,629,56,"F",3,"R4","Thursday",1,"0",0,0,0,1,0
1202,782,71,"F",3,"R4","Thursday",3,"0",0,0,0,0,3
332,216,61,"M",2,"R4","Friday",5,"4",0,0,3,2,0
333,217,23,"M",2,"R4","Friday",13,"5",0,0,7,6,0
337,219,32,"M",3,"R4","Friday",23,"6+",1,0,9,13,0
1342,566,18,"M",1,"R4","Friday",3,"1",0,2,1,0,0
1120,223,79,"M",2,"R4","Friday",2,"1",0,0,1,0,1
341,223,79,"F",4,"R4","Friday",4,"1",0,1,0,2,1
1423,632,15,"M",2,"R4","Friday",6,"2",0,0,4,2,0
1130,632,20,"M",3,"R4","Friday",8,"2",0,1,5,2,0
911,632,50,"F",4,"R4","Friday",19,"4",0,1,9,9,0
912,632,52,"M",2,"R4","Friday",5,"1",0,1,1,3,0
1349,633,15,"F",1,"R4","Friday",1,"0",0,0,0,1,0
344,225,14,"M",2,"R4","Friday",3,"0",0,1,0,2,0
345,225,16,"M",4,"R4","Friday",3,"1",0,1,0,2,0
346,225,48,"F",2,"R4","Friday",6,"2",0,2,1,3,0
813,568,64,"M",4,"R4","Friday",5,"3",0,0,1,4,0
348,226,64,"F",3,"R4","Friday",10,"2",1,1,4,2,2
351,229,75,"F",2,"R4","Friday",2,"0",0,0,2,0,0
353,231,65,"F",4,"R4","Friday",4,"2",0,0,3,1,0
356,234,29,"F",4,"R4","Friday",6,"3",0,0,5,1,0
357,234,31,"F",2,"R4","Friday",18,"6+",0,0,12,6,0
358,234,54,"F",4,"R4","Friday",12,"5",0,0,4,8,0
359,234,57,"M",1,"R4","Friday",18,"6+",0,0,3,12,3
367,239,60,"M",4,"R4","Friday",1,"0",0,0,0,1,0
369,241,42,"F",1,"R4","Friday",7,"2",0,0,7,0,0
372,243,52,"F",1,"R4","Friday",5,"2",0,0,3,2,0
814,569,62,"M",4,"R4","Friday",15,"6+",1,0,6,8,0
1290,828,50,"F",4,"R4","Friday",9,"3",0,0,5,4,0
1367,785,31,"F",2,"R4","Friday",6,"1",0,1,4,1,0
391,256,71,"F",1,"R4","Saturday",42,"1",0,0,0,2,40
1397,838,65,"F",1,"R4","Saturday",15,"3",0,0,5,7,3
395,259,20,"F",1,"R4","Saturday",3,"0",0,0,1,2,0
1151,259,24,"M",3,"R4","Saturday",87,"3",0,42,45,0,0
398,261,66,"M",3,"R4","Saturday",19,"3",0,0,0,17,2
399,261,68,"F",4,"R4","Saturday",7,"3",0,0,1,5,1
401,263,64,"F",4,"R4","Saturday",11,"3",0,0,0,2,9
1318,263,78,"M",2,"R4","Saturday",38,"3",0,0,0,4,34
403,265,17,"M",4,"R4","Saturday",8,"3",0,1,1,6,0
404,265,48,"F",3,"R4","Saturday",6,"3",0,1,1,2,2
405,265,50,"M",2,"R4","Saturday",20,"6+",0,1,5,11,3
406,266,38,"M",1,"R4","Saturday",14,"3",0,4,4,3,3
412,269,45,"M",1,"R4","Saturday",6,"3",0,2,2,2,0
1207,787,39,"M",1,"R4","Saturday",7,"5",0,0,5,2,0
416,272,70,"F",2,"R4","Saturday",22,"6+",0,0,16,5,1
1398,839,69,"M",3,"R4","Saturday",8,"2",0,0,0,8,0
921,640,27,"F",1,"R4","Saturday",4,"2",0,0,4,0,0
417,273,57,"F",2,"R4","Saturday",3,"2",0,0,1,1,1
418,273,63,"M",4,"R4","Saturday",7,"5",0,0,2,3,2
816,571,39,"F",2,"R4","Saturday",9,"6+",1,1,5,1,1
1208,788,61,"M",3,"R4","Saturday",1,"0",0,0,0,1,0
431,283,75,"M",3,"R4","Saturday",2,"1",0,1,0,0,1
432,284,15,"M",2,"R4","Saturday",2,"2",0,0,0,2,0
433,284,57,"F",4,"R4","Saturday",6,"5",0,1,1,3,1
434,284,58,"M",3,"R4","Saturday",11,"3",0,1,4,6,0
435,285,70,"F",2,"R4","Saturday",4,"1",0,0,1,2,1
1132,644,55,"F",4,"R4","Sunday",2,"1",0,0,1,0,1
929,644,66,"M",4,"R4","Sunday",1,"1",0,0,0,1,0
1336,287,54,"M",1,"R4","Sunday",7,"1",0,0,0,7,0
930,645,60,"F",4,"R4","Sunday",4,"2",0,0,1,1,2
1385,289,10,"M",1,"R4","Sunday",19,"2",0,7,7,5,0
442,289,49,"F",4,"R4","Sunday",19,"1",0,8,7,4,0
869,289,54,"M",3,"R4","Sunday",29,"1",0,1,10,10,8
1337,290,53,"F",4,"R4","Sunday",2,"0",0,0,0,1,1
444,290,61,"M",4,"R4","Sunday",3,"0",0,1,0,0,2
931,646,61,"M",4,"R4","Sunday",9,"3",1,0,6,2,0
933,648,61,"F",4,"R4","Sunday",11,"0",1,0,0,0,10
934,649,59,"M",2,"R4","Sunday",3,"1",0,0,1,2,0
1424,294,53,"F",2,"R4","Sunday",9,"2",0,0,2,7,0
450,294,54,"M",2,"R4","Sunday",98,"3",0,0,9,84,5
935,650,70,"F",2,"R4","Sunday",22,"4",1,2,0,9,10
454,297,77,"M",4,"R4","Sunday",6,"2",0,0,5,0,1
455,298,62,"F",4,"R4","Sunday",3,"1",0,0,2,1,0
1425,299,28,"M",1,"R4","Sunday",5,"2",0,0,3,2,0
1259,299,59,"F",1,"R4","Sunday",16,"3",0,0,1,12,3
456,299,56,"M",1,"R4","Sunday",5,"1",0,0,2,2,1
457,300,19,"M",1,"R4","Sunday",9,"3",0,1,6,2,0
459,300,48,"F",3,"R4","Sunday",5,"1",0,1,1,3,0
460,300,53,"M",3,"R4","Sunday",2,"2",0,0,1,1,0
1137,654,33,"F",3,"R4","Sunday",13,"4",0,0,4,9,0
465,305,47,"M",3,"R4","Sunday",7,"4",0,0,5,2,0
466,306,49,"F",1,"R4","Sunday",9,"1",0,3,1,3,2
467,307,29,"M",1,"R4","Sunday",3,"0",0,1,2,0,0
1086,310,20,"M",3,"R4","Sunday",3,"0",0,0,1,2,0
471,310,60,"F",3,"R4","Sunday",3,"0",0,0,2,1,0
486,320,51,"F",1,"R4","Sunday",8,"2",0,3,1,3,1
487,320,59,"M",1,"R4","Sunday",20,"1",0,1,1,15,3
488,321,76,"F",1,"R4","Monday",11,"3",0,0,1,1,9
1155,325,10,"M",4,"R4","Monday",9,"1",0,5,2,2,0
494,325,23,"M",4,"R4","Monday",5,"1",0,1,2,2,0
1156,325,48,"F",3,"R4","Monday",310,"1",0,11,61,138,100
1157,325,52,"M",1,"R4","Monday",25,"3",0,1,21,3,0
495,326,59,"F",3,"R4","Monday",9,"1",0,0,0,0,9
1219,794,46,"F",2,"R4","Monday",8,"2",0,1,0,7,0
946,658,61,"M",4,"R4","Monday",14,"6+",0,0,3,10,1
1159,330,29,"M",1,"R4","Monday",7,"1",0,0,5,2,0
501,330,64,"F",1,"R4","Monday",16,"5",0,0,4,3,9
502,330,63,"M",4,"R4","Monday",3,"1",0,0,1,2,0
948,660,38,"F",1,"R4","Monday",5,"2",0,0,1,4,0
949,661,37,"F",4,"R4","Monday",2,"1",0,0,1,1,0
1394,335,31,"M",3,"R4","Monday",13,"1",0,0,5,8,0
509,335,56,"F",3,"R4","Monday",11,"2",1,0,2,8,0
951,663,69,"F",4,"R4","Monday",10,"3",0,0,1,4,5
